(-0.4847450000, 1.1875100000, 0.5001094000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:32 AM
(-0.4846888000, 1.1873960000, 0.5005046000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:33 AM
(-0.4848828000, 1.1873300000, 0.5005721000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:33 AM
(-0.4853265000, 1.1873550000, 0.5003297000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:33 AM
(-0.4855844000, 1.1873890000, 0.5004338000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:33 AM
(-0.4852498000, 1.1872580000, 0.5008360000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:33 AM
(-0.4852462000, 1.1873330000, 0.5005631000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:33 AM
(-0.4850281000, 1.1869430000, 0.5008003000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:33 AM
(-0.4848812000, 1.1873990000, 0.5003331000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:33 AM
(-0.4848229000, 1.1875700000, 0.5001112000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:33 AM
(-0.4850916000, 1.1876030000, 0.4997878000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:33 AM
(-0.4851432000, 1.1875390000, 0.4996971000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:34 AM
(-0.4852433000, 1.1878300000, 0.4998152000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:34 AM
(-0.4857579000, 1.1875430000, 0.4996356000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:34 AM
(-0.4858433000, 1.1873590000, 0.4995719000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:34 AM
(-0.4858617000, 1.1872370000, 0.4997975000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:34 AM
(-0.4862309000, 1.1870190000, 0.4997848000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:34 AM
(-0.4864897000, 1.1872380000, 0.5000358000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:34 AM
(-0.4864112000, 1.1869080000, 0.5002159000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:34 AM
(-0.4863424000, 1.1868350000, 0.5001158000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:34 AM
(-0.4861604000, 1.1868810000, 0.5003746000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:34 AM
(-0.4861220000, 1.1870110000, 0.4997417000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:35 AM
(-0.4856844000, 1.1873880000, 0.4997978000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:35 AM
(-0.4862427000, 1.1867920000, 0.4999235000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:35 AM
(-0.4862341000, 1.1872220000, 0.5001728000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:35 AM
(-0.4860601000, 1.1873030000, 0.4999597000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:35 AM
(-0.4862532000, 1.1871170000, 0.4999759000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:35 AM
(-0.4861043000, 1.1872130000, 0.5001433000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:35 AM
(-0.4864136000, 1.1870320000, 0.5000417000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:35 AM
(-0.4864019000, 1.1868740000, 0.5001689000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:35 AM
(-0.4865571000, 1.1872440000, 0.5002304000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:35 AM
(-0.4868742000, 1.1869820000, 0.5000402000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:36 AM
(-0.4865361000, 1.1868600000, 0.4998172000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:36 AM
(-0.4861533000, 1.1873260000, 0.4999044000),(0.0000000000, 0.0000000000, 0.0000000000),2/19/2021 11:00:36 AM
